mpid	log($PF_p$)	$\Delta{\bar N_{\rm{U}}}$	${\bar N_{\rm{U}}}$	${\bar N_{{\rm{pU}}}}$	${L_0}$	${L_2}$	$SG$	$\bar N$	${E_{\rm{g}}}$	${\bar T_{\rm{M}}}$	 $\bar N_{{\rm{pU}}}$	${\chi ^{\max }}$	${\chi _{{\rm{range}}}}$
mp-706235	-2.609066129	1.41	2.3	1.2	5	0.636396103	142	13.8	3.0254	559.6415	0.413793103	3.44	2.51
mp-706292	-2.943097816	1.66	3.2	1.6	5	0.636396103	142	19.5	2.0934	590.8345	0.329113924	3.44	2.51
mp-556437	-1.939302424	6.72	7.6	1.2	3	0.689347518	142	34.88	1.2678	854.0736	0.315789474	3.44	2.24
mp-686571	-3.892813781	0.829931973	1.619047619	1.619047619	5	0.63620901	143	12.0952381	5.4035	347.4785714	0.596153846	3.98	2.98
mp-677015	-4.046274125	2.005385488	3.44047619	1.785714286	5	0.646155559	143	19.91666667	4.6568	560.3405952	0.467065868	3.98	3.05
mp-729560	-3.889433857	0.829931973	1.619047619	1.619047619	5	0.636431734	143	16.5	4.7268	331.7178571	0.582159624	3.98	3.03
mp-759382	-2.490798419	2.301234568	3.555555556	1.333333333	4	0.698852675	143	14.35555556	2.2741	725.2973333	0.5	3.44	2.46
mp-767392	-2.403403674	2.134943773	3.224489796	1.224489796	4	0.652742269	143	12.65306122	2.1805	656.2618367	0.5	3.44	2.46
mp-767393	-2.482805026	2.036779884	3.04109589	1.150684932	4	0.632959729	143	11.34246575	2.2812	605.5883562	0.5	3.44	2.46
mp-767498	-2.795881917	2.168452006	3.246376812	1.217391304	4	0.651529472	143	12.37681159	2.1919	647.673913	0.5	3.44	2.46
mp-22430	-2.471084199	0.9375	2.75	2.75	4	0.661437828	144	20	3.3938	539.07625	0.342105263	3.44	1.4
mp-571195	-2.826815772	1	1	1	2	0.707106781	144	41	1.0679	707.67	0.142857143	2.1	0.45
mp-19957	-2.721247999	1.875	3.5	2.375	4	0.661437828	144	16.75	4.0275	628.3	0.46	3.44	2.34
mp-5073	-4.263659283	0.4	2	1.8	3	0.663324958	144	13.6	3.2427	107.982	0.625	3.44	2.62
mp-756639	-2.354578419	1.209876543	1.777777778	0.777777778	4	0.618640485	144	11.11111111	3.6883	442.1866667	0.604166667	3.98	3
mp-777553	-3.027800403	0.833333333	1.5	0.666666667	3	0.707106781	144	10.83333333	3.3563	413.115	0.540540541	3.98	3
mp-775155	-3.193824776	0.595041322	1.363636364	0.636363636	4	0.596130775	144	8.272727273	2.9754	358.9145455	0.547169811	3.98	3
mp-757917	-3.136681304	1.387755102	2.571428571	2.571428571	3	0.654653671	145	14	2.8901	340.7171429	0.346153846	3.44	1.87
mp-759069	-3.481495272	0.857142857	2	1.571428571	3	0.622699849	145	4.571428571	6.0914	364.9185714	0.541666667	3.44	1.4
mp-558753	-2.619790025	1.1875	2.75	2.75	4	0.58630197	145	16.75	4.2283	689.1375	0.393939394	3.98	1.96
mp-744205	-3.568647496	0.984375	2.375	1.4375	5	0.65550553	145	12.5	2.6728	417.816875	0.477777778	3.44	2.62
mp-556516	-2.166853334	1.333333333	4	4	2	0.745355992	146	59.33333333	0.899	514.12	0.1	2.58	0.96
mp-667	-1.935542273	1.333333333	4	4	2	0.745355992	146	59.33333333	0.5886	514.12	0.1	2.58	0.96
mp-685318	-2.815310556	0.475907198	2.390243902	2.390243902	3	0.711509861	146	36.04878049	2.3058	259.1707317	0.246666667	3.44	1.42
mp-760311	-3.87291789	0.571428571	1.571428571	1.071428571	3	0.662401321	146	12.57142857	1.7628	273.4764286	0.465517241	3.44	2.51
mp-23045	-2.714444266	1.5	2.5	2.5	3	0.612372436	146	11.5	2.8691	688.5625	0.636363636	3.16	1.12
mp-685353	-2.767005668	0.475907198	2.390243902	2.390243902	3	0.711509861	146	35.6097561	2.3087	240.3243902	0.250847458	3.44	1.42
mp-777584	-3.818176413	0.857142857	1.857142857	0.857142857	3	0.662401321	146	11.85714286	2.7744	405.3492857	0.5	3.44	2.51
mp-768907	-3.062987408	0.84	1.4	1.4	3	0.678232998	146	21.4	3.077	420.146	0.482758621	3.44	2.49
mp-39823	-6.486782399	1.0625	2.5	2.333333333	5	0.61308079	146	9.833333333	3.2507	499.84125	0.592592593	3.44	2.51
mp-530449	-4.551401881	0.781065089	1.692307692	1.692307692	3	0.674997261	146	14.61538462	3.6298	458.7230769	0.452380952	3.44	2.44
mp-17056	-3.376757948	0.693877551	1.714285714	1.571428571	4	0.622699849	146	11.42857143	4.1074	240.41	0.452380952	3.44	2.46
mp-14322	-3.00000304	0.703125	1.375	1.125	3	0.643476884	146	32.25	3.3996	672.825	0.3	3.44	2.55
mp-542832	-2.578397225	2.8125	3.375	1.125	3	0.643476884	146	32.75	3.2741	702.325	0.28125	3.44	2.55
mp-31408	-3.014127784	1.44	3.2	3.2	3	0.665732679	146	8.08	6.0723	745.7552	0.583333333	3.44	1.83
mp-756270	-3.282335321	2.208	3.84	2.4	3	0.665732679	146	17.36	5.2333	906.16	0.375	3.44	2.17
mp-27453	-3.434160442	0.571428571	1.571428571	1.071428571	3	0.662401321	146	8.571428571	3.5037	314.8864286	0.465517241	3.44	2.46
mp-770969	-2.714444266	0.710204082	2.457142857	2.228571429	5	0.713141941	146	13.08571429	1.3638	210.598	0.540540541	3.44	2.46
mp-754060	-3.084603859	0.571428571	1.571428571	1.071428571	3	0.662401321	146	10.85714286	1.8332	289.2164286	0.375	3.44	2.46
mp-774182	-3.696819068	0.765306122	2.214285714	1.571428571	4	0.630840062	146	9.071428571	2.7214	329.5764286	0.567164179	3.44	2.46
mp-773066	-2.463442441	1.416666667	2.833333333	1.583333333	4	0.697216689	146	20.33333333	3.0048	639.3525	0.380434783	3.44	2.62
mp-677164	-2.96657906	1.074380165	2.272727273	2.227272727	5	0.510226007	146	34.27272727	2.2101	394.1559091	0.261904762	3.44	1.54
mp-23888	-2.690371323	0.529300567	1.391304348	0.869565217	4	0.655066051	146	6.434782609	4.4646	100.3034783	0.476190476	3.44	2.13
mp-774423	-2.527244575	0.923875433	2.588235294	1.941176471	4	0.733527289	146	11.17647059	0.5346	327.2285294	0.57	3.44	1.81
mp-774586	-2.514279567	0.91349481	2.647058824	2.029411765	4	0.733527289	146	13.41176471	1.1892	363.9052941	0.573529412	3.44	1.84
mp-764734	-2.588381472	0.814814815	2.611111111	2	5	0.694999778	146	13.38888889	0	326.8488889	0.52173913	3.44	1.89
mp-757826	-2.703336345	0.545454545	2	1.909090909	4	0.623241327	146	13.09090909	2.68	175.8672727	0.611111111	3.44	2.65
mp-766196	-2.46092478	0.693877551	2.285714286	2.142857143	4	0.622699849	146	18.85714286	3.3586	414.8985714	0.362068966	3.44	2.46
mp-774426	-3.473669771	1.038062284	2.735294118	1.941176471	4	0.733527289	146	12.61764706	2.5975	401.4411765	0.584615385	3.44	1.84
mp-699558	-4.343968913	1.487947407	2.72972973	1.297297297	5	0.683468574	146	16.83783784	3.3377	644.9448649	0.487309645	3.44	2.62
mp-777890	-4.002207473	1.080246914	2.777777778	2.055555556	5	0.694999778	146	13.22222222	2.0855	327.2266667	0.526785714	3.44	1.9
mp-11016	-1.991400126	0.545454545	2	1.909090909	4	0.623241327	146	14	2.3512	129.5118182	0.515625	3.44	2.62
mp-556719	-2.671621824	1.244444444	2.666666667	2	4	0.64978629	146	11.6	3.3727	544.5506667	0.583333333	3.44	2.62
mp-769380	-2.247184106	0.75308642	2.444444444	2.166666667	5	0.694999778	146	12.77777778	2.7487	210.6283333	0.540540541	3.44	2.46
mp-704220	-3.26761187	0.666666667	2.5	1.833333333	3	0.707106781	146	12.16666667	1.6951	391.25	0.513513514	3.44	1.61
mp-772416	-2.085128552	1.074074074	2.666666667	1.944444444	5	0.694999778	146	11.22222222	2.5061	290.4016667	0.574257426	3.44	2.46
mp-780178	-2.703336345	0.85260771	2.30952381	1.571428571	5	0.623609564	146	9.595238095	1.593	317.7742857	0.550724638	3.44	2.46
mp-775198	-2.358526583	1.162629758	2.823529412	1.941176471	4	0.733527289	146	12.41176471	2.5217	374.6176471	0.553398058	3.44	1.9
mp-608014	-2.76447332	0.946745562	2.461538462	2.307692308	4	0.600788437	147	24.76923077	3.3341	360.0523077	0.28125	3.44	2.62
mp-556703	-3.149971036	0.979591837	1.714285714	1.714285714	4	0.630840062	147	19.42857143	4.6934	552.5285714	0.5625	3.44	2.55
mp-559608	-4.192512328	1.183673469	2.678571429	2.214285714	4	0.666241361	147	12.53571429	4.7165	537.2925	0.589928058	3.44	2.62
mp-27228	-2.46092478	1.368888889	3.466666667	3.466666667	3	0.628932075	147	38	1.601	481.3066667	0.179245283	3.44	1.82
mp-861906	-3.019545288	0.693877551	1.714285714	1.571428571	5	0.614451805	147	13.14285714	5.0535	266.9814286	0.59375	3.44	2.55
mp-849796	-3.542128696	0.566329566	1.317073171	0.853658537	6	0.596938451	147	7.56097561	3.278	117.8178049	0.414772727	3.44	2.51
mp-555488	-3.468530024	0.691358025	1.888888889	1.611111111	5	0.549971941	147	10	4.6654	220.4344444	0.6125	3.98	3.05
mp-17447	-3.46980927	0.809042237	1.658536585	1.658536585	4	0.651269752	147	16.53658537	3.544	344.0819512	0.59	3.44	2.49
mp-21282	-2.777285349	0.444444444	1.666666667	1.333333333	3	0.623609564	147	10.33333333	5.0166	215.75	0.615384615	3.44	2.51
mp-555678	-2.281498892	2.267573696	3.238095238	1.142857143	3	0.647689072	147	11.9047619	2.4848	564.0990476	0.5	3.44	2.51
mp-21231	-2.536108056	0.48	3.6	3.333333333	4	0.584997626	147	13.6	3.5532	1742.497333	0.377777778	3.04	1.21
mp-684028	-2.603801874	0.428571429	2	1.785714286	4	0.630840062	147	13.28571429	3.7498	212.7478571	0.455555556	3.44	2.46
mp-556173	-3.400124566	0.835063437	2.235294118	2.235294118	7	0.442373105	147	11.05882353	2.2302	631.3411765	0.58490566	3.98	2.33
mp-672264	-2.863281652	0.299168975	3.157894737	2.842105263	2	0.948829283	147	10.52631579	1.7941	254.2052632	0.490909091	3.04	0.68
mp-768268	-2.889412647	0.5824	1.52	0.72	3	0.670522185	147	9.6	0.5398	535.316	0.418604651	2.58	1.6
mp-891955	-3.823929009	1.392028554	2.243902439	1.219512195	3	0.67283484	147	13.12195122	2.3164	624.8292683	0.5	3.44	2.44
mp-759099	-3.149358053	0.428571429	2	1.785714286	4	0.630840062	147	11	2.9069	238.4178571	0.539473684	3.44	2.46
mp-634187	-3.083549736	1.298454221	2.344827586	1.724137931	5	0.463918071	147	10.27586207	1.3624	1041.591724	0.5	3.16	1.33
mp-762289	-4.03671757	0.781065089	2.307692308	1.692307692	4	0.657231057	147	13.38461538	3.2561	436.5676923	0.475	3.44	2.46
mp-8387	-2.099087314	1.49112426	3.384615385	3.384615385	3	0.657231057	148	45.07692308	1.6597	347.1892308	0.158878505	3.44	1.82
mp-23091	-2.192465446	0.72	1.8	1.8	4	0.64807407	148	29.4	1.9838	377.698	0.357142857	3.44	2.55
mp-30943	-1.946921826	0.72	1.8	1.8	3	0.663324958	148	25.8	2.2957	544.46	0.272727273	2.55	1.24
mp-557619	-2.605549545	0.48	2.4	2.4	3	0.591780434	148	56.17142857	0.5463	574.9445714	0.190332326	2.58	0.56
mp-9330	-2.51145027	0.72	1.8	1.8	3	0.663324958	148	22.2	1.9889	415.32	0.428571429	2.58	0.89
mp-14628	-3.230627844	0.8	2	2	3	0.663324958	148	20.8	1.3304	272.432	0.318181818	3.44	1.79
mp-21836	-3.688260969	1.432506887	3.03030303	2.96969697	3	0.683667526	148	38.54545455	0.8491	461.0927273	0.19047619	2.55	1.73
mp-14871	-2.742323105	1.278463649	2.074074074	0.962962963	4	0.667694681	148	9.555555556	3.4382	533.2681481	0.28	3.44	2.46
mp-554699	-2.642066486	0.96	2.8	2.8	3	0.663324958	148	27.6	2.9723	395.282	0.266666667	3.44	1.43
mp-754246	-1.484126249	1.92	3.6	2	3	0.663324958	148	19.2	1.1078	522.096	0.388888889	3.44	1.9
mp-555477	-3.24718894	0.5	1.5	1.083333333	4	0.589255651	148	16.5	0.7214	268.9616667	0.371794872	3.44	1.51
mp-866481	-1.382999732	0.75	3	2.25	3	0.58630197	148	45	0.4145	902.4025	0.166666667	2.1	0.22
mp-672348	-2.667562954	1.111111111	2.666666667	2.333333333	4	0.527046277	148	20.66666667	2.9735	1574.326667	0.227272727	3.04	2.22
mp-626729	-3.285676109	0.857142857	2	1.571428571	3	0.622699849	148	8.285714286	3.9162	72.76285714	0.382352941	3.44	1.63
mp-866826	-2.671621824	0.8	2	2	3	0.663324958	148	23.6	1.829	557.032	0.411764706	2.58	1.58
mp-35906	-2.879428372	1.44	1.8	0.6	3	0.678232998	148	28.2	2.971	653.339	0.384615385	3.16	1.94
mp-4190	-3.009664253	0.8	2	2	3	0.663324958	148	18.8	2.9225	356.896	0.411764706	3.44	2.44
mp-4482	-3.464714743	0.4	2	1.8	3	0.663324958	148	17.2	2.6801	287.81	0.441176471	3.44	2.51
mp-554818	-2.26201323	0.297520661	1.818181818	1.727272727	4	0.623241327	148	21.09090909	3.0687	262.4372727	0.445652174	3.98	3.16
mp-23054	-3.539112676	0.4	2	1.8	3	0.663324958	148	23.6	1.0783	215.934	0.3125	3.44	2.51
mp-555314	-3.18709132	0.982857143	2.114285714	1.885714286	4	0.655899445	148	15.94285714	4.4373	592.88	0.571428571	3.44	2.49
mp-22604	-2.642066486	1.125	1.75	1.75	3	0.77055175	148	17	3.4303	230.09375	0.485714286	3.98	2.2
mp-3118	-3.212544484	0.84	1.4	1.4	3	0.678232998	148	13.6	3.2862	382.046	0.482758621	3.44	2.13
mp-755382	-2.241088638	0.48	2.4	2.4	3	0.663324958	148	31.6	2.1974	322.516	0.290322581	3.44	1.42
mp-557109	-2.847713797	1.396825397	2.666666667	1.714285714	4	0.626330783	148	15.04761905	3.725	477.68	0.428571429	3.44	2.51
mp-16947	-3.288198674	1.102040816	2.571428571	2.428571429	4	0.622699849	148	11.42857143	3.185	402.5371429	0.452380952	3.44	2.46
mp-559389	-2.54668273	0.888888889	2.666666667	2.666666667	2	0.745355992	148	10	4.1899	598.8666667	0.625	3.44	1.54
mp-752422	-2.294992641	0.444444444	1.333333333	1.333333333	3	0.577350269	148	26	1.0432	204.4166667	0.466666667	3.44	0.78
mp-13840	-3.092055236	1.2	3	1.2	3	0.678232998	148	27	4.7068	738.38	0.307692308	3.44	2.21
mp-3273	-3.207613214	0.617283951	2.444444444	2.444444444	3	0.727544492	148	10	5.6022	325.2444444	0.64	3.44	1.54
mp-14591	-2.114074055	0.5	2	1.75	3	0.612372436	148	21.5	1.196	533.5475	0.392857143	2.58	1.6
mp-4527	-2.809670263	0.64	1.6	1.066666667	3	0.669991708	148	8.133333333	3.824	297.56	0.448275862	3.44	2.46
mp-28959	-4.159310635	0.979591837	2.285714286	2.285714286	3	0.589015089	148	12.28571429	5.6781	554.5142857	0.65	3.44	1.54
mp-29012	-2.517127416	1.777777778	2.333333333	2.166666667	3	0.623609564	148	61.33333333	2.486	591.58	0.146551724	2.66	1.04
mp-37216	-2.663541667	0.6875	1.25	1.25	3	0.77055175	148	23	2.34	189.47875	0.390243902	3.98	2.29
mp-756970	-3.345830199	0.62283737	2.352941176	2.352941176	3	0.737056711	148	13.17647059	3.0567	235.6788235	0.492063492	3.44	1.83
mp-13610	-2.698971524	0.6875	1.25	1.25	3	0.77055175	148	20.75	1.9566	201.78625	0.390243902	3.98	2.33
mp-541451	-3.351646821	0.62283737	2.352941176	2.352941176	3	0.737056711	148	12.11764706	4.3433	142.8529412	0.534482759	3.44	1.63
mp-755003	-2.723539805	2.16	3.6	1.8	3	0.663324958	148	32.8	2.7481	380.36	0.3	3.44	2.34
mp-772801	-2.583360658	2.16	3.6	1.8	3	0.663324958	148	35.6	2.4498	528.96	0.234375	3.44	2.17
mp-30058	-2.315155266	0.96	2.8	2.8	3	0.663324958	148	31.2	2.4362	329.036	0.266666667	3.44	1.82
mp-18634	-3.244893077	0.64	1.6	1.6	3	0.663324958	148	17.6	3.0539	229.396	0.444444444	3.44	1.75
mp-22538	-2.643975482	0.64	1.6	1.066666667	3	0.669991708	148	10.26666667	2.3513	303.9286667	0.361111111	3.44	2.46
mp-772255	-2.978813596	0.4	2	1.8	3	0.663324958	148	13.6	1.8792	367.894	0.441176471	3.44	1.54
mp-29934	-3.966604395	1.648760331	1.954545455	0.704545455	3	0.73504371	148	19.27272727	2.8062	524.3411364	0.487421384	3.98	2.65
mp-9056	-2.24795209	1.5625	1.75	0.75	3	0.77055175	148	17.5	1.0439	534.63125	0.535714286	3.98	2.65
mp-754989	-2.279841276	0.42	2.3	2.1	3	0.678232998	148	36.5	2.0556	373.2	0.240875912	3.44	2.2
mp-752922	-2.308035515	0.924444444	1.866666667	0.8	3	0.669991708	148	9.6	5.388	430.9546667	0.387096774	3.44	2.46
mp-4782	-3.249497005	0.6875	1.25	1.25	3	0.77055175	148	15.5	5.418	242.635	0.551724138	3.98	2.98
mp-23281	-2.568637362	0.75	1.5	1.5	2	0.790569415	148	52.5	2.2114	516.0825	0.272727273	2.66	0.61
mp-22849	-2.844666089	0.75	1.5	1.5	2	0.790569415	148	60.5	2.5587	426.2375	0.225	2.66	0.64
mp-755804	-2.939304804	3.024930748	4.210526316	1.368421053	3	0.708085476	148	30.21052632	3.0346	684.0136842	0.273684211	3.44	2.17
mp-19734	-3.275729866	0.6875	1.25	1.25	3	0.77055175	148	18.5	3.0598	230.57625	0.444444444	3.98	2.67
mp-744751	-3.315160919	0.77221172	1.826086957	1.032608696	6	0.620422748	148	6.282608696	2.8948	171.008913	0.488023952	3.44	2.51
mp-9636	-3.560678361	0.4375	1.25	1.125	3	0.77055175	148	20	5.0381	190.79625	0.568965517	3.98	3.19
mp-4266	-2.931816736	0.4375	1.25	1.125	3	0.77055175	148	13.25	4.8825	218.44125	0.568965517	3.98	3.16
mp-9819	-3.140865908	0.4375	1.25	1.125	3	0.77055175	148	15.5	5.003	215.4325	0.568965517	3.98	3.16
mp-6814	-2.581699869	1	2.5	2.25	4	0.5	148	17	2.8163	1293.945	0.346153846	3.44	1.51
mp-9820	-3.488125993	0.4375	1.25	1.125	3	0.77055175	148	17.75	5.1559	214.07375	0.568965517	3.98	3.19
mp-6026	-3.583371141	0.727272727	2	1.818181818	4	0.609836721	148	8.545454545	4.4451	876.3218182	0.583333333	3.44	2.51
mp-3980	-3.33630567	0.4375	1.25	1.125	3	0.77055175	148	13.5	4.9375	209.80875	0.568965517	3.98	3
mp-23559	-3.094207896	0.461538462	2	2	3	0.733799386	148	21.53846154	3.1911	160.2692308	0.440677966	3.44	1.66
mp-7	-2.420217203	0	2	2	1	1	148	16	2.4881	388.36	0.666666667	2.58	0
mp-570530	-4.057035073	1.98816568	2.846153846	2.769230769	3	0.657231057	148	14.38461538	3.2599	1186.091538	0.590163934	3.16	2.37
mp-764846	-4.81267673	0.979591837	1.571428571	0.571428571	3	0.654653671	148	9.571428571	3.8407	377.1971429	0.540540541	3.98	3
mp-28483	-2.73048869	1.224489796	1.714285714	0.857142857	2	0.868966076	148	40.57142857	1.1328	755.6857143	0.245901639	2.96	0.6
mp-9144	-3.476262635	0.4375	1.25	1.125	3	0.77055175	148	11.25	5.1212	233.08625	0.568965517	3.98	3
mp-19388	-2.809670263	0.307692308	2	1.692307692	4	0.657231057	148	18.61538462	2.9285	544.1846154	0.38	3.44	2.55
mp-8256	-2.455932825	0.25	1	0.75	3	0.77055175	148	20.25	2.1396	381.885	0.384615385	3.98	2.33
mp-27127	-2.563838467	0	2	2	2	0.757604446	148	21.53846154	2.3744	260.2953846	0.440677966	3.44	1.34
mp-781505	-2.657578701	1.08	1.8	1.2	3	0.678232998	148	18.2	3.8028	736.88	0.387096774	3.44	2.44
mp-27421	-3.189100418	0.4375	1.25	1.125	3	0.77055175	148	21.75	2.6387	147.2325	0.458333333	3.98	3.16
mp-27420	-3.863301624	0.4375	1.25	1.125	3	0.77055175	148	18.5	2.7358	154.53375	0.458333333	3.98	3.05
mp-696189	-3.821043186	0.545454545	2	1.727272727	4	0.626547671	148	9.272727273	1.8545	68.53681818	0.483333333	3.44	1.82
mp-667345	-3.120334805	1.48	3.2	2.5	4	0.64807407	148	26.6	2.9007	455.01	0.29	3.44	1.84
mp-14142	-1.98716307	2.08	2.8	1.2	3	0.663324958	148	15.2	3.0493	559.616	0.352941176	3.44	1.9
mp-18043	-3.14569821	1.6875	2.625	2.0625	5	0.623435542	148	14.4375	4.4907	780.85625	0.541666667	3.44	2.49
mp-754266	-1.636388152	0.924444444	1.866666667	0.8	3	0.669991708	148	9.466666667	1.0413	526.712	0.5	2.58	1.6
mp-40886	-2.705535317	0.747404844	1.764705882	1.764705882	5	0.529411765	148	10.35294118	5.5306	574.4235294	0.6	3.98	2.33
mp-753164	-2.20690889	2.08	2.8	1.2	3	0.663324958	148	23.2	3.5805	639.48	0.315789474	3.44	2.18
mp-623087	-3.254150263	1.017301038	2.117647059	1.235294118	3	0.60847532	148	49.05882353	1.1555	1017.424706	0.214285714	2.96	1.06
mp-626193	-2.59516748	1.836734694	2.571428571	0.857142857	3	0.622699849	148	6.857142857	5.0692	288.6328571	0.5	3.44	2.08
mp-11659	-2.333482674	1.8	3	2.2	4	0.64807407	148	13.6	2.4012	796.58	0.541666667	3.44	2.55
mp-776767	-4.295909567	1.469387755	1.857142857	0.571428571	3	0.654653671	148	9.285714286	2.0303	472.0542857	0.571428571	3.98	3
mp-560365	-2.485453177	0.548696845	1.925925926	1.555555556	4	0.707591599	148	21.33333333	3.3602	224.46	0.472222222	3.44	2.62
mp-561492	-3.381959229	0.385674931	0.909090909	0.909090909	4	0.752711657	148	20.36363636	2.5331	144.0012121	0.509433962	3.98	2.33
mp-29699	-2.354578419	2.52	4.1	1.2	3	0.678232998	148	19.3	0.5509	1051.98	0.436363636	3.44	1.9
mp-585408	-3.258066429	0.6	2.2	2.05	4	0.644204936	148	12.5	2.8056	199.0365	0.516949153	3.44	2.46
mp-3771	-2.356548015	2.08	2.8	1.2	3	0.663324958	148	11.6	3.5165	605.68	0.5	3.44	2.13
mp-30002	-2.812481253	1.029585799	2.307692308	1.615384615	3	0.733799386	148	19.38461538	3.8721	266.75	0.472222222	3.44	2.08
mp-558428	-3.034801593	1.192147531	2.195121951	1.756097561	4	0.643920916	148	20.04878049	4.3063	586.9560976	0.5625	3.44	2.55
mp-554025	-2.924455594	0.666666667	2	2	3	0.577350269	148	10.66666667	4.0948	168.3033333	0.666666667	3.98	1.4
mp-8547	-2.777285349	0.25	1	0.75	3	0.77055175	148	22.25	0	523.80625	0.394736842	3.98	1.78
mp-27221	-2.422509004	2.5088	3.52	1.28	3	0.703135833	148	26.88	4.3193	825.952	0.283185841	3.44	2.44
mp-8255	-2.732829915	0.25	1	0.75	3	0.77055175	148	19	2.6757	434.675	0.441176471	3.98	2.98
mp-752434	-3.124364111	5.88	6.9	1.2	3	0.678232998	148	27.9	3.0968	688.58	0.347826087	3.44	2.24
mp-23165	-3.229889866	0.375	1.25	0.75	2	0.790569415	148	45.75	0.9388	709.7	0.2	2.96	0.68
mp-705900	-3.415676693	1.718042367	3.324324324	2.027027027	5	0.683468574	148	26.97297297	2.8319	692.8514865	0.286516854	3.44	2.14
mp-7921	-2.397940769	0.375	0.75	0.75	3	0.77055175	148	14	1.8763	384.00625	0.555555556	3.98	2.67
mp-675104	-2.716700354	1.44	1.8	0.6	3	0.678232998	148	17.4	5.3058	394.121	0.625	3.16	2.23
mp-557158	-2.665547656	1.875	2.25	0.75	3	0.77055175	148	15	0	674.625	0.555555556	3.98	2.32
mp-769397	-2.76447332	0.64	1.6	1.6	3	0.663324958	148	10.4	4.9815	295.152	0.615384615	3.44	2.13
mp-770839	-3.209719763	1.18	2.7	2	4	0.64807407	148	8.7	3.011	1060.849	0.549019608	3.44	2.46
mp-560023	-3.202045197	0.75	1.5	1.25	3	0.77055175	148	16.5	0	319.26	0.484848485	3.98	2.07
mp-24279	-3.202045197	0.990234375	1.8125	1.25	6	0.609575288	148	6.625	3.3691	798.9584375	0.419047619	3.44	1.83
mp-557385	-3.568647496	0.58979206	2.173913043	1.826086957	4	0.610246472	148	11.2173913	2.389	216.913913	0.578947368	3.44	2.62
mp-17562	-2.686134256	1.6875	2.625	2.0625	4	0.625	148	13.875	4.6273	781.325	0.541666667	3.44	2.49
mp-567504	-2.482805026	1.875	2.25	0.75	2	0.790569415	148	18.75	0.1767	673.7	0.555555556	3.16	1.5
mp-752989	-2.958610079	2.829931973	4.285714286	1.238095238	2	0.726873215	148	13.33333333	0.1548	773.352381	0.472727273	3.44	1.9
mp-554218	-2.913642661	1.253877551	2.914285714	2	4	0.716567783	148	12.91428571	2.7987	330.9602857	0.532110092	3.44	1.9
mp-556440	-2.619790025	1.257142857	2.8	1.885714286	4	0.716567783	148	13.2	4.1751	367.0285714	0.59375	3.44	2.44
mp-16831	-2.96657906	1.257142857	2.8	1.885714286	4	0.716567783	148	11.14285714	2.7134	345.6571429	0.59375	3.44	2.44
mp-647822	-2.448550856	0.533333333	2	2	3	0.669991708	148	17.6	1.3458	493.5693333	0.510638298	3.04	0.84
mp-18909	-3.690384736	0.307692308	2	1.692307692	4	0.657231057	148	15.84615385	3.7524	425.3076923	0.475	3.44	2.55
mp-541299	-2.308919127	1.257142857	2.8	1.885714286	4	0.716567783	148	14	3.7557	352.1491429	0.564356436	3.44	2.11
mp-760781	-3.463450394	0	1	0.571428571	3	0.654653671	148	12.71428571	0.5973	336.6157143	0.487804878	3.98	3
mp-764257	-4.071639999	1.330448891	1.953488372	0.976744186	3	0.729876969	148	19.44186047	3.4853	646.4837209	0.450777202	3.98	1.62
mp-24037	-4.557629994	1.146814404	2.210526316	1.578947368	4	0.593127772	148	5.052631579	2.9109	723.2310526	0.4	3.04	1.16
mp-20402	-2.408936173	3.988919668	5.157894737	1.263157895	3	0.708085476	148	32.31578947	1.9343	720.0842105	0.266666667	3.44	2.17
mp-649080	-3.42482024	1.6	2	0.933333333	3	0.813770374	148	17.6	1.9333	421.9706667	0.653061224	3.16	1.62
mp-27698	-2.429457877	3.988919668	5.157894737	1.263157895	3	0.708085476	148	22.21052632	1.9619	676.8210526	0.5	3.44	2.22
mp-698654	-3.931840122	0.320987654	1.944444444	1.666666667	5	0.693888666	148	10.72222222	0	273.7527778	0.594059406	3.44	2.51
mp-17499	-3.735198699	0.349030471	1.947368421	1.578947368	4	0.677088438	148	12.15789474	2.8508	230.2913158	0.625	3.44	2.62
mp-10341	-3.281504124	0.444444444	2	2	4	0.693888666	149	18.88888889	2.9719	368.0955556	0.441176471	3.44	2.49
mp-756238	-2.716700354	0.444444444	0.666666667	0.666666667	3	0.711458249	150	46	3.9624	615.1222222	0.277777778	2.66	1.71
mp-752695	-2.286510045	0.444444444	0.666666667	0.666666667	3	0.711458249	150	44	3.6746	622.3444444	0.277777778	2.66	1.71
mp-567196	-2.048177305	0.489795918	1.285714286	1.071428571	3	0.692525694	150	30	2.5094	304.0521429	0.53125	3.16	2.37
mp-6788	-3.067022725	2.011342155	3.652173913	2.47826087	4	0.660812355	150	21.2173913	3.3136	276.7752174	0.36627907	3.44	2.34
mp-23885	-3.053060164	0.43537415	1.238095238	0.666666667	4	0.647689072	150	6.285714286	5.0515	90.00571429	0.53125	3.44	2.49
mp-3775	-4.485545225	0.592592593	1.333333333	1.111111111	3	0.711458249	150	10	6.997	305.5266667	0.666666667	3.98	3.05
mp-669367	-2.924455594	0.472222222	2.166666667	2.083333333	4	0.697216689	150	10.66666667	5.5165	207.0933333	0.640625	3.44	2.62
mp-558298	-3.350671957	0.657844991	2.086956522	2.086956522	5	0.643419504	150	24.60869565	3.0459	328.2491304	0.288	3.44	1.79
