MPID	log($PF_n$)	${\bar N_{{\rm{dU}}}}$	$N_{{\rm{dU}}}^{\max }$	$N_{\rm{U}}^{\max }$	$E_{\rm{g}}$	$\Delta {\bar r_{{\rm{cov}}}}$	$N_{\rm{M}}^{\max }$	${f_{\rm{p}}}$	$SG$	$T_{\rm{M}}^{\max }$	$\bar \chi $	${L_0}$	$r_{{\rm cov}} ^{\max }$
mp-695514	-1.935542273	1.6	8	10	1.8572	52.14	87	0.484848485	111	1941.0	2.5705	5	201
mp-568598	-1.946921826	0.0	0	1	0.3983	3.428571429	96	0.172413793	111	1357.77	2.348571429	3	139
mp-568032	-1.966576526	0.0	0	5	1.6825	11.10204082	89	0.176470588	111	594.22	2.207142857	3	144
mp-569813	-1.995678927	0.0	0	5	0.2942	2.204081633	90	0.181372549	111	1234.93	1.973571429	3	145
mp-28020	-2.028724476	0.0	0	5	2.5145	10.88888889	94	0.5	112	1357.77	2.691666667	3	132
mp-8234	-1.886056882	0.0	0	2	0.8415	28.875	90	0.24	113	1000.0	1.7975	2	215
mp-35327	-1.896196518	0.0	0	5	5.0839	11.63265306	82	0.533333333	113	3823.0	2.625714286	3	121
mp-4024	-1.935542273	0.0	0	4	1.3114	19.375	90	0.145454545	113	1685.0	1.8375	3	192
mp-3551	-1.970616506	0.0	0	5	1.3156	20.125	90	0.148148148	113	1629.0	1.835	3	194
mp-17244	-1.978810991	0.0	0	4	2.7369	30.33333333	88	0.372093023	113	1211.4	2.1975	5	215
mp-559691	-2.013228579	0.0	0	5	4.3108	36.45833333	87	0.571428571	113	1687.0	2.6	4	176
mp-6227	-2.014124957	0.0	0	4	4.0919	35.58333333	87	0.484848485	113	1687.0	2.6275	4	176
mp-9338	-2.017276928	0.0	0	4	4.4702	45.01388889	87	0.571428571	113	1687.0	2.580833333	4	215
mp-6094	-2.0264107	0.0	0	4	4.5058	37.43055556	87	0.571428571	113	1687.0	2.599166667	4	176
mp-677780	-2.029653449	0.0	0	4	4.2414	37.43055556	87	0.571428571	113	1687.0	2.599166667	4	176
mp-686526	-2.039529555	0.0	0	5	3.9386	34.51388889	87	0.589285714	113	1687.0	2.618333333	5	176
mp-541040	-2.049635487	1.5	9	9	4.5458	35.25	87	0.454545455	113	1799.0	2.639166667	4	190
mp-675010	-2.058488915	0.0	0	1	2.0746	43.04	94	0.3125	113	301.59	2.454	3	244
mp-752851	-2.059982194	0.0	0	5	5.6835	31.625	87	0.571428571	113	2348.0	2.671666667	4	176
mp-12240	-2.06600719	0.0	0	1	6.9665	35.68055556	93	0.625	113	1560.0	2.82	4	166
mp-632734	-2.361511442	0.0	0	3	3.1242	18.27160494	92	0.5625	113	63.05	2.8	3	71
mp-18786	-2.437707969	0.25	3	4	3.221	35.97222222	87	0.507936508	113	1768.0	2.646666667	4	176
mp-707491	-2.721247999	0.545454545	5	5	2.3645	26.98578512	92	0.320574163	113	3823.0	2.848181818	7	151
mp-606393	-2.782517898	1.2	6	7	1.975	20.8	95	0.306451613	113	2750.0	2.784	3	164
mp-557826	-2.899631868	1.26	9	20	1.9176	36.428	87	0.553571429	113	1408.0	2.879	4	196
mp-28474	-3.02919164	0.0	0	3	2.024	16.38095238	88	0.65	113	388.36	3.039047619	3	105
mp-27824	-3.127847808	0.0	0	3	1.7963	7.9375	96	0.59375	113	386.85	2.97625	3	139
mp-29628	-2.002613922	0.0	0	4	2.0781	27.45679012	88	0.428571429	114	505.08	1.777777778	3	166
mp-23195	-2.01908838	0.0	0	3	1.6693	39.36	87	0.236842105	114	544.4	2.872	2	148
mp-4223	-2.05650583	0.0	0	3	4.1727	43.03125	87	0.59375	114	370.87	2.3425	3	166
mp-28782	-2.092051854	0.0	0	3	2.552	28.40625	88	0.59375	114	388.36	1.9125	3	166
mp-698375	-2.301900063	0.0	0	4	1.6569	30.03402647	92	0.402777778	114	3823.0	2.365652174	5	132
mp-768440	-2.645892906	0.875	7	7	1.3339	14.625	88	0.5	114	2183.0	1.86125	3	153
mp-29051	-4.371682607	0.428571429	6	6	1.2565	7.683673469	94	0.549019608	114	3695.0	2.73	3	162
mp-706455	-4.427209691	0.0	0	3	1.2272	14.27721594	94	0.570422535	114	1090.0	2.873658537	4	119
mp-570922	-2.027334732	0.0	0	1	4.9061	17.33333333	94	0.625	115	923.0	2.543333333	2	141
mp-676629	-2.109020794	2.206896552	8	8	2.7899	62.53507729	87	0.469135802	115	2023.0	2.693103448	3	206
mp-675556	-2.150581016	2.206896552	8	8	2.4561	50.51605232	87	0.436781609	115	2128.0	2.706206897	3	189
mp-675012	-2.157391197	2.206896552	8	8	2.2126	50.78715815	87	0.441860465	115	2128.0	2.705517241	3	192
mp-773510	-2.244125677	1.928571429	8	8	1.5437	34.79591837	87	0.5	115	2183.0	2.918571429	4	160
mp-677238	-2.657578701	2.5	8	8	2.0654	61.5625	93	0.522727273	115	2023.0	2.878125	3	206
mp-760491	-2.920821287	3.176470588	9	22	2.0194	60.89965398	87	0.5	115	1799.0	2.632941176	3	204
mp-16609	-1.769551258	1.6	4	4	0.7244	15.84	78	0.107142857	116	3306.0	2.02	2	144
mp-561291	-2.046240646	0.0	0	4	5.241	20.0	87	0.625	116	1687.0	2.926666667	2	111
mp-29213	-1.98716307	0.0	0	4	2.101	27.3408	87	0.357798165	117	1211.4	2.8996	3	144
mp-29273	-1.995678927	0.0	0	4	2.8677	30.6176	87	0.393939394	117	1211.4	2.8444	3	176
mp-31292	-2.025028328	0.0	0	2	0.8547	19.41274238	89	0.23880597	117	1828.05	2.349473684	3	220
mp-771570	-2.100179881	0.0	0	1	3.4312	22.07407407	96	0.277777778	117	1115.0	2.095555556	3	195
mp-772861	-2.141463223	0.0	0	1	3.2767	27.85185185	96	0.277777778	117	1050.0	2.083333333	3	215
mp-707097	-5.304255725	0.852941176	9	16	3.1404	30.51903114	92	0.358744395	118	3459.0	2.827352941	5	196
mp-32880	-1.962573781	0.0	0	1	0.4449	6.0	95	0.178571429	119	1357.77	2.43	2	132
mp-555508	-2.031984613	0.0	0	4	3.5385	44.6799308	88	0.552631579	119	1687.0	2.444117647	4	176
mp-639682	-2.081445836	0.0	0	4	5.6453	20.0	87	0.625	119	1687.0	2.926666667	2	111
mp-675192	-2.982969584	1.928571429	9	22	2.046	61.16326531	87	0.4	119	1685.0	2.625714286	3	204
mp-676077	-3.004367876	1.928571429	9	22	2.1083	62.81632653	87	0.461538462	119	1294.0	2.614285714	3	204
mp-23996	-2.059483864	0.0	0	2	5.587	20.69135802	92	0.5625	120	1560.0	2.737222222	4	105
mp-3667	-2.130768691	0.0	0	3	4.0083	19.59183673	88	0.65	120	388.36	2.837142857	3	107
mp-40830	-1.872895429	1.96	9	9	1.8648	52.704	87	0.5	121	1941.0	2.5672	5	207
mp-12532	-1.966576526	0.0	0	3	1.3888	27.625	88	0.365384615	121	1234.93	2.14875	4	203
mp-35539	-1.966576526	0.0	0	4	1.3978	0.816326531	89	0.176470588	121	1211.4	2.215714286	3	122
mp-9490	-1.978810991	0.0	0	3	1.0697	26.5	88	0.306451613	121	1234.93	2.13125	4	203
mp-7611	-2.036212503	0.0	0	4	4.3747	36.0	87	0.428571429	121	1211.4	2.34125	4	176
mp-7610	-2.042872138	0.0	0	4	5.4874	34.875	87	0.5625	121	1687.0	2.3275	4	176
mp-549869	-2.050122637	0.0	0	4	2.5252	66.66666667	87	0.5625	121	3823.0	2.176666667	3	203
mp-557930	-2.052566621	0.0	0	4	5.6497	20.0	87	0.625	121	1687.0	2.926666667	2	111
mp-760415	-2.061480625	0.0	0	3	2.1224	12.875	88	0.452380952	121	903.78	1.91375	3	139
mp-546707	-2.063989556	0.0	0	4	2.4253	48.39506173	87	0.5625	121	3823.0	2.225555556	3	166
mp-547898	-2.071604506	0.0	0	4	1.1717	75.0617284	87	0.5625	121	3823.0	2.176666667	3	220
mp-645303	-2.080922274	0.0	0	4	0.981	86.91358025	87	0.5625	121	3823.0	2.163333333	3	244
mp-38103	-2.084600534	0.0	0	2	5.495	30.22222222	94	0.65625	121	370.87	2.975	3	166
mp-551740	-2.139063798	0.0	0	4	4.6749	29.62962963	87	0.5625	121	3823.0	2.247777778	3	128
mp-557373	-2.244888268	0.857142857	6	6	1.6795	18.12244898	88	0.242424242	121	3695.0	2.354285714	3	162
mp-572625	-2.312471663	0.0	0	4	2.8876	39.58024691	88	0.477272727	121	3823.0	2.381851852	6	244
mp-4763	-1.772113475	0.0	0	4	1.3641	5.125	83	0.307692308	122	1687.0	1.9825	3	122
mp-4586	-1.785156337	0.0	0	5	2.6599	6.75	90	0.25	122	933.47	1.6975	3	138
mp-675458	-1.801343105	2.571428571	9	9	1.3934	27.51020408	90	0.183673469	122	1193.0	1.847142857	3	207
mp-5048	-1.866461316	0.0	0	5	1.9666	6.5	90	0.195652174	122	722.66	1.7475	3	138
mp-675620	-1.899629696	0.0	0	10	2.1251	38.04081633	88	0.28125	122	1294.0	2.132857143	3	201
mp-675645	-1.899629696	0.0	0	5	2.0811	35.75510204	88	0.243243243	122	1629.0	2.152857143	3	194
mp-34376	-1.913640418	0.0	0	5	1.8691	35.42857143	88	0.275862069	122	1629.0	2.061428571	3	194
mp-4979	-1.950782248	0.0	0	5	1.6756	10.75	88	0.346153846	122	1357.77	2.1675	3	132
mp-8016	-1.954677295	0.0	0	5	0.8932	4.375	89	0.195652174	122	1357.77	2.1525	3	132
mp-5782	-1.958607591	0.0	0	5	1.8992	14.0	88	0.346153846	122	1234.93	2.175	3	145
mp-34293	-1.962573781	1.75	7	7	2.2255	68.0	82	0.2	122	3290.0	2.0925	3	244
mp-38125	-1.966576526	0.0	0	8	1.4031	29.87755102	89	0.173913043	122	1345.0	2.032857143	3	198
mp-20187	-1.974694422	0.0	0	5	1.9459	7.5	89	0.195652174	122	494.0	1.965	3	142
mp-36733	-1.991400126	2.571428571	9	9	1.099	33.55102041	89	0.195121951	122	1193.0	2.012857143	3	207
mp-35281	-1.995678927	0.0	0	8	1.7574	36.73469388	88	0.307692308	122	1345.0	2.05	3	198
mp-675067	-1.995678927	0.0	0	8	1.3794	36.57142857	88	0.307692308	122	1345.0	2.044285714	3	198
mp-550433	-2.000000304	0.0	0	2	2.917	21.5	87	0.307692308	122	1560.0	2.525	3	122
mp-15703	-2.000434816	0.0	0	4	3.8528	8.75	82	0.5	122	3823.0	2.55	3	96
mp-684911	-2.002177225	0.0	0	8	0.9171	28.8	90	0.1875	122	1345.0	1.728	2	198
mp-32581	-2.004365112	0.0	0	11	0.8831	31.2	90	0.206896552	122	1204.0	1.712	2	203
mp-684708	-2.015023189	0.0	0	2	1.9914	40.32	88	0.260869565	122	1770.0	2.044	2	189
mp-37233	-2.017729084	0.0	0	10	1.6896	37.71428571	88	0.333333333	122	1294.0	2.041428571	3	201
mp-23884	-2.019542426	0.0	0	4	4.1368	38.6875	92	0.428571429	122	1211.4	2.64	4	195
mp-36912	-2.019996946	0.0	0	11	1.8822	38.36734694	88	0.347826087	122	1204.0	2.038571429	3	203
mp-32645	-2.035269409	0.0	0	8	1.8401	44.64	88	0.352941176	122	1345.0	2.016	2	198
mp-685003	-2.03715765	0.0	0	5	1.5318	35.52	89	0.171428571	122	1629.0	2.014	2	194
mp-32594	-2.037630996	0.0	0	8	1.4546	37.44	89	0.1875	122	1345.0	1.998	2	198
mp-36395	-2.039054137	2.571428571	9	9	1.7848	39.67346939	88	0.380952381	122	1193.0	2.03	3	207
mp-32736	-2.041914486	0.0	0	2	1.6228	33.12	89	0.157894737	122	1770.0	2.026	2	189
mp-32689	-2.043351757	0.0	0	11	1.426	39.84	89	0.206896552	122	1204.0	1.982	2	203
mp-849798	-2.045275546	0.0	0	3	3.1716	25.9100346	95	0.475609756	122	1234.93	2.593088235	6	145
mp-673650	-2.045275546	3.6	9	9	1.7496	32.16	89	0.146341463	122	1936.0	2.038	2	187
mp-22909	-2.047207896	0.0	0	1	4.057	8.888888889	94	0.384615385	122	692.68	2.656666667	2	122
mp-36007	-2.048662821	0.0	0	10	1.6105	41.95918367	89	0.205128205	122	1294.0	1.91	3	215
mp-3595	-2.053548079	0.0	0	4	0.8902	3.375	84	0.173913043	122	1687.0	1.9775	3	122
mp-33606	-2.05403964	0.0	0	11	1.6894	42.6122449	89	0.210526316	122	1204.0	1.907142857	3	215
mp-32850	-2.055024437	0.0	0	2	1.656	33.6	89	0.153846154	122	1818.0	2.03	2	190
mp-14232	-2.058488915	0.0	0	5	7.3274	21.0	87	0.5625	122	2348.0	2.475	3	128
mp-675406	-2.059483864	0.0	0	3	2.3618	41.79591837	88	0.242424242	122	1747.0	2.005714286	3	192
mp-32891	-2.065501902	3.6	9	9	1.9253	40.8	88	0.5	122	1799.0	2.036	2	190
mp-673682	-2.06600719	0.0	0	5	2.1164	42.44897959	88	0.258064516	122	1629.0	2.0	3	194
mp-37263	-2.066513066	0.0	0	10	1.1018	26.7755102	90	0.205128205	122	1294.0	1.668571429	3	201
mp-34011	-2.069560762	0.0	0	3	2.3683	40.0	88	0.307692308	122	1747.0	1.968571429	3	192
mp-673656	-2.070581432	3.6	9	9	1.555	33.6	89	0.222222222	122	1799.0	2.018	2	190
mp-758604	-2.07468827	0.0	0	1	1.3824	39.75	93	0.384615385	122	1234.93	2.7175	3	145
mp-34459	-2.078313889	0.0	0	10	1.9351	49.30612245	88	0.421052632	122	1294.0	1.927142857	3	215
mp-35787	-2.08197003	0.0	0	4	2.3466	40.0	88	0.32	122	1685.0	1.965714286	3	192
mp-5990	-2.086716469	0.0	0	5	5.078	22.37037037	87	0.575	122	2348.0	2.689444444	4	244
mp-36223	-2.087247068	0.0	0	11	1.9463	49.95918367	88	0.444444444	122	1204.0	1.924285714	3	215
mp-39033	-2.100179881	0.0	0	10	1.8986	38.69387755	89	0.205128205	122	1294.0	1.918571429	3	201
mp-34508	-2.102373294	0.0	0	8	2.1281	45.06122449	88	0.380952381	122	1345.0	1.944285714	3	198
mp-38240	-2.10513073	0.0	0	11	2.0955	46.69387755	88	0.444444444	122	1204.0	1.932857143	3	203
mp-36100	-2.10513073	0.0	0	8	2.084	41.95918367	88	0.380952381	122	1345.0	1.951428571	3	198
mp-34141	-2.116907039	2.571428571	9	9	2.3513	48.0	88	0.5	122	1193.0	1.924285714	3	207
mp-34116	-2.124360468	0.0	0	2	2.3789	33.63265306	88	0.285714286	122	1818.0	2.018571429	3	190
mp-37741	-2.127844135	2.571428571	9	9	1.7934	43.91836735	89	0.222222222	122	1193.0	1.898571429	3	215
mp-573909	-2.188425463	0.0	0	4	4.7513	18.72	82	0.227272727	122	3823.0	2.636	3	132
mp-540900	-2.189096189	0.0	0	5	0.8761	17.79591837	87	0.45	122	2348.0	2.862857143	3	139
mp-559738	-2.20204084	0.0	0	3	1.7869	9.4375	94	0.573770492	122	903.78	2.93375	4	139
mp-654105	-2.342944817	0.333333333	2	4	1.7196	22.66666667	94	0.472222222	122	3823.0	2.903333333	4	142
mp-684694	-2.497573836	0.0	0	2	0.8032	32.16	89	0.15	122	1092.0	2.034	2	187
mp-28089	-2.57186634	0.0	0	3	2.0711	10.17283951	96	0.333333333	122	494.0	2.414444444	3	139
mp-706913	-3.040961949	0.0	0	3	3.5071	17.95918367	92	0.575	122	1560.0	2.84047619	4	96
mp-676498	-3.946948461	2.571428571	9	16	1.2455	36.40816327	88	0.25	122	1586.0	2.15	3	196
mp-34770	-4.106832124	2.571428571	9	16	0.9686	37.06122449	89	0.186046512	122	1586.0	1.935714286	3	196
mp-684712	-4.281556442	3.6	9	16	1.1634	43.68	88	0.315789474	122	1586.0	2.028	2	196
mp-10421	-1.707744084	0.0	0	4	2.5753	51.0	77	0.117647059	123	3823.0	2.115	3	220
mp-10423	-1.798603067	0.0	0	4	2.3749	46.75	77	0.117647059	123	3823.0	2.115	3	203
mp-5841	-1.826813936	0.0	0	4	2.222	50.0	77	0.2	123	3823.0	1.955	3	220
mp-5606	-1.844664176	0.0	0	5	4.5343	33.77777778	93	0.379310345	123	933.47	3.191666667	3	145
mp-753619	-1.863279655	0.0	0	2	2.2833	69.5	87	0.5	123	1050.0	2.18	3	215
mp-545788	-1.866461316	0.0	0	3	0.6619	64.89795918	87	0.294117647	123	1000.0	1.977142857	4	215
mp-20396	-1.869666457	1.125	6	7	1.509	52.1875	87	0.5	123	2750.0	2.62625	4	220
mp-545728	-1.892790268	0.0	0	11	1.2429	46.75	96	0.259615385	123	1204.0	2.69875	4	203
mp-552292	-1.899629696	0.0	0	8	1.3305	46.125	96	0.252336449	123	1345.0	2.70375	4	198
mp-551101	-1.90657856	0.0	0	3	1.4168	45.375	96	0.241071429	123	1747.0	2.71125	4	192
mp-546266	-1.910095136	0.0	0	4	1.3936	45.375	96	0.243243243	123	1685.0	2.71	4	192
mp-552857	-1.910095136	0.0	0	5	1.3501	45.625	96	0.245454545	123	1629.0	2.70875	4	194
mp-551250	-1.913640418	0.0	0	3	1.4006	45.0	96	0.238938053	123	1770.0	2.7125	4	189
mp-10347	-1.924453294	1.3125	7	7	2.2299	55.46875	87	0.327868852	123	3290.0	2.605625	4	244
mp-505814	-1.931814398	1.125	6	7	1.4583	60.15625	87	0.5	123	2750.0	2.610625	4	244
mp-545847	-1.935542273	1.125	9	9	1.4797	42.375	95	0.232758621	123	1936.0	2.75375	4	187
mp-546625	-1.935542273	0.0	0	3	1.4371	43.0	95	0.241071429	123	1747.0	2.74875	4	192
mp-553243	-1.939302424	1.125	9	9	1.4036	42.75	95	0.264705882	123	1799.0	2.7475	4	190
mp-552604	-1.954677295	1.125	9	9	1.4316	41.625	94	0.293478261	123	1799.0	2.7725	4	190
mp-581833	-1.962573781	0.0	0	3	3.7954	55.875	82	0.5625	123	312.46	2.485	2	220
mp-36194	-1.966576526	1.142857143	8	8	1.8814	64.0	87	0.5	123	1941.0	2.44	3	215
mp-558314	-1.98716307	0.5	7	7	1.0814	38.20408163	94	0.257894737	123	3290.0	2.875714286	4	170
mp-30315	-2.007888822	0.0	0	5	0.5712	49.83673469	82	0.416666667	123	2348.0	2.022857143	3	176
mp-865500	-2.020451944	1.777777778	8	8	2.0427	51.60493827	87	0.294117647	123	2506.0	2.406666667	3	175
mp-27243	-2.027797486	0.142857143	1	2	1.7466	32.57142857	95	0.212765957	123	2041.4	2.251428571	3	203
mp-34380	-2.042393048	1.166666667	7	7	1.5892	51.11111111	87	0.285714286	123	3290.0	2.748333333	3	192
mp-5479	-2.046724002	0.0	0	5	6.8971	50.44444444	93	0.65625	123	933.47	3.058333333	3	220
mp-11147	-2.05403964	0.0	0	2	1.5434	36.41975309	88	0.352941176	123	1357.77	1.778888889	4	166
mp-755243	-2.063989556	0.0	0	2	2.4003	22.07407407	88	0.352941176	123	1357.77	1.806666667	4	132
mp-778079	-2.064493087	1.285714286	9	9	6.4525	59.3877551	93	0.625	123	1799.0	3.144285714	3	215
mp-9486	-2.083020321	0.0	0	5	6.3282	55.625	93	0.65	123	933.47	2.89375	3	203
mp-554355	-2.114639176	0.0	0	1	5.2002	52.88888889	93	0.625	123	1115.0	2.986666667	2	176
mp-22956	-2.124360468	0.0	0	1	1.8353	39.02040816	94	0.5	123	1828.05	2.354285714	3	203
mp-36734	-2.619790025	2.833333333	9	22	1.887	61.77777778	87	0.5	123	2023.0	2.696666667	3	206
mp-19027	-2.787814261	0.333333333	3	3	1.3859	37.16049383	88	0.375	123	1768.0	1.776666667	4	166
mp-29170	-2.255707565	0.0	0	1	1.777	30.80991736	93	0.303030303	124	1337.33	3.538181818	3	136
mp-541522	-2.062984244	0.0	0	3	5.3774	31.51246537	87	0.625	125	1115.0	2.784210526	4	176
mp-19075	-2.96657906	1.473684211	7	7	3.0417	49.92797784	87	0.5	125	2183.0	2.652105263	4	203
mp-18975	-3.331620607	1.473684211	7	7	3.0128	45.00831025	87	0.5	125	2183.0	2.663684211	4	195
mp-571085	-1.823908944	0.0	0	5	2.179	6.693877551	89	0.176470588	126	544.4	2.262857143	3	148
mp-699498	-2.690371323	0.339622642	9	20	0.8595	24.31612674	92	0.507462687	126	1408.0	2.724528302	5	196
mp-698483	-2.821025066	0.339622642	9	20	0.9342	24.7262371	92	0.461538462	126	1408.0	2.724150943	5	196
mp-29138	-1.744727664	0.0	0	2	0.9754	29.125	89	0.137931034	127	1337.33	2.115	3	203
mp-29456	-1.970616506	0.0	0	3	3.9538	61.0	96	0.411764706	127	386.85	2.236666667	3	220
mp-504593	-2.010105747	0.0	0	4	3.2891	27.75	94	0.304347826	127	3823.0	2.98125	4	146
mp-555736	-2.0264107	0.0	0	2	2.1378	37.06122449	94	0.225	127	1000.0	2.584285714	4	215
mp-8809	-2.032452352	2.111111111	9	9	2.6408	61.85185185	87	0.322580645	127	2041.4	2.507777778	4	215
mp-5259	-2.047207896	0.0	0	5	6.9442	50.44444444	93	0.65625	127	933.47	3.058333333	3	220
mp-557498	-2.047692329	0.0	0	3	1.2339	41.2345679	87	0.228070175	127	1337.33	2.745555556	4	166
mp-555026	-2.073657913	0.0	0	5	7.7689	24.0	93	0.666666667	127	933.47	3.3875	2	121
mp-28274	-2.092589015	0.0	0	5	4.519	53.48096886	93	0.534482759	127	1000.0	3.175882353	3	215
mp-9740	-2.326979738	0.0	0	4	2.0878	58.51851852	87	0.303030303	127	1828.05	2.525555556	4	215
mp-8514	-2.423659456	0.0	0	10	2.2671	60.74074074	87	0.37037037	127	1828.05	2.507777778	4	215
mp-6704	-2.838634095	0.0	0	10	0.6486	59.87654321	87	0.363636364	127	1357.77	2.474444444	4	215
mp-20212	-2.869668484	0.0	0	11	0.656	60.37037037	87	0.377358491	127	1357.77	2.472222222	4	215
mp-8959	-3.134308082	0.0	0	1	2.2047	69.25925926	93	0.520833333	127	1828.05	2.725555556	4	244
mp-14334	-3.25259363	0.0	0	1	2.2422	66.2962963	93	0.520833333	127	1828.05	2.728888889	4	220
mp-8202	-3.995708727	0.0	0	1	2.2437	73.45679012	93	0.520833333	127	1828.05	2.725555556	4	244
mp-23411	-1.869666457	0.0	0	2	2.2277	27.80246914	95	0.283333333	128	722.66	2.388888889	3	203
mp-27375	-1.924453294	0.0	0	5	1.1934	3.239669421	96	0.144067797	128	577.0	2.221818182	3	145
mp-28247	-1.958607591	0.111111111	1	2	0.8983	22.27160494	96	0.234375	128	2041.4	2.208888889	3	203
mp-616218	-1.995678927	0.0	0	5	1.5382	1.685950413	96	0.204819277	128	594.22	2.251818182	3	144
mp-27293	-2.034328358	0.0	0	5	1.832	11.10743802	95	0.144067797	128	577.0	2.385454545	3	145
mp-707190	-2.087247068	0.0	0	4	0.0536	27.75308642	95	0.271186441	128	505.08	2.373333333	3	203
mp-610738	-2.186419478	0.888888889	8	8	2.4169	14.66666667	95	0.242424242	128	2128.0	2.516666667	3	175
mp-6880	-4.131984833	0.148148148	4	4	4.6355	16.69135802	93	0.520408163	128	3823.0	3.333333333	5	144
mp-19466	-5.591251394	0.148148148	4	4	4.6082	16.09876543	93	0.56043956	128	3823.0	3.31962963	5	139
mp-557835	-1.701147077	0.0	0	5	3.007	44.0	93	0.176470588	129	577.0	2.8	2	145
mp-10322	-1.739928779	2.0	8	8	1.2674	62.0	82	0.2	129	2506.0	2.0675	3	215
mp-22987	-1.742321593	0.0	0	3	1.4843	34.44444444	96	0.230769231	129	544.4	2.706666667	3	148
mp-23116	-1.754487505	0.0	0	3	0.345	25.25	89	0.177419355	129	1357.77	2.4775	4	148
mp-556194	-1.759450927	0.0	0	3	0.8537	32.64	93	0.285714286	129	1050.0	2.416	4	195
mp-569679	-1.761954073	0.0	0	2	1.9672	1.0	89	0.142857143	129	692.68	2.1	2	122
mp-23072	-1.801343105	0.0	0	3	2.3083	30.22222222	95	0.230769231	129	544.4	2.806666667	3	148
mp-9562	-1.84771187	0.0	0	3	1.0072	12.22222222	84	0.166666667	129	1560.0	1.576666667	3	128
mp-24409	-1.866461316	0.0	0	3	3.9619	40.88888889	96	0.307692308	129	386.85	2.275	3	139
mp-19921	-1.876148588	0.0	0	4	1.7743	40.0	87	0.176470588	129	600.61	2.885	2	146
mp-9915	-1.896196518	0.0	0	3	1.8087	11.77777778	83	0.375	129	1560.0	1.58	3	128
mp-552488	-1.931814398	2.25	9	9	1.5381	38.25	89	0.222222222	129	1357.77	2.2475	4	207
mp-768906	-1.931814398	3.0	9	9	4.507	43.11111111	95	0.346153846	129	1799.0	2.54	3	190
mp-556060	-1.931814398	0.0	0	10	0.3492	43.5	95	0.368421053	129	1294.0	2.753333333	4	201
mp-22939	-1.950782248	0.0	0	3	2.6391	28.44444444	94	0.285714286	129	544.4	2.873333333	3	148
mp-7434	-1.950782248	0.0	0	2	1.694	13.77777778	90	0.142857143	129	1357.77	1.643333333	3	166
mp-9304	-1.958607591	0.0	0	4	1.1846	34.5	89	0.177777778	129	1685.0	2.2775	4	192
mp-22969	-1.962573781	0.0	0	4	2.1662	38.0	96	0.230769231	129	600.61	2.99	3	146
mp-27985	-1.962573781	3.0	9	9	5.0892	47.11111111	94	0.5625	129	1799.0	2.606666667	3	190
mp-9194	-1.966576526	0.0	0	8	1.2944	36.0	89	0.195121951	129	1357.77	2.265	4	198
mp-10932	-1.966576526	0.0	0	2	1.3255	48.0	93	0.333333333	129	1770.0	2.6	3	189
mp-16236	-1.970616506	0.0	0	2	0.8221	31.33333333	89	0.142857143	129	1234.93	1.766666667	3	203
mp-23046	-1.970616506	0.0	0	1	4.3096	48.88888889	96	0.384615385	129	1050.0	2.53	3	195
mp-5760	-1.970616506	0.0	0	10	1.236	53.33333333	93	0.473684211	129	1294.0	2.566666667	3	201
mp-8658	-1.970616506	0.0	0	2	2.0455	44.88888889	89	0.222222222	129	494.0	1.423333333	3	244
mp-21228	-1.970616506	0.0	0	2	1.1975	37.5	93	0.25	129	1357.77	2.345	4	195
mp-22917	-1.970616506	0.0	0	1	0.9962	6.0	95	0.178571429	129	1357.77	2.43	2	132
mp-19956	-1.974694422	0.0	0	5	2.5991	62.16326531	93	0.428571429	129	1000.0	2.551428571	4	215
mp-8756	-1.974694422	0.0	0	2	2.5272	35.11111111	89	0.222222222	129	494.0	1.45	3	203
mp-8799	-1.974694422	0.0	0	2	2.3079	39.11111111	88	0.5	129	388.36	1.443333333	3	220
mp-9250	-1.974694422	0.0	0	2	2.3188	42.66666667	89	0.222222222	129	494.0	1.45	3	220
mp-567809	-1.974694422	0.0	0	1	2.2061	3.0	96	0.178571429	129	1234.93	2.295	2	145
mp-571587	-1.974694422	0.0	0	3	0.0	33.25	82	0.375	129	453.69	1.47	3	166
mp-10086	-1.978810991	3.0	9	9	1.3137	48.44444444	93	0.5625	129	1799.0	2.593333333	3	190
mp-3992	-1.978810991	0.0	0	11	1.2531	54.22222222	93	0.5	129	1204.0	2.563333333	3	203
mp-643062	-1.978810991	0.0	0	3	4.2487	32.88888889	96	0.307692308	129	386.85	2.416666667	3	139
mp-6521	-1.98716307	2.428571429	9	9	2.2831	48.48979592	87	0.5	129	1941.0	2.482857143	4	207
mp-756134	-1.98716307	2.666666667	8	8	0.5986	36.44444444	89	0.307692308	129	2128.0	2.44	3	175
mp-10520	-1.991400126	1.142857143	8	10	2.2827	47.51020408	87	0.457142857	129	1941.0	2.488571429	4	201
mp-8751	-1.995678927	0.0	0	2	2.7587	46.0	88	0.5	129	453.69	1.46	3	220
mp-20980	-2.001305147	1.142857143	8	10	2.4555	53.71428571	87	0.457142857	129	1941.0	2.481428571	4	201
mp-6166	-2.005243363	0.0	0	11	1.644	41.0	88	0.285714286	129	1357.77	2.2625	4	203
mp-23008	-2.011441355	0.0	0	4	2.863	33.77777778	95	0.230769231	129	600.61	3.09	3	146
mp-754217	-2.016374029	0.0	0	8	3.6664	45.55555556	96	0.290322581	129	1345.0	2.423333333	3	198
